Wall time,Step,Value
1704148896.4633386,2560,1.0714285373687744
1704148942.5177708,7680,1.649999976158142
1704148947.10824,8192,1.6363636255264282
1704148961.0826607,9728,1.634615421295166
1704148997.5376852,13824,1.4102563858032227
1704149002.0774157,14336,1.399999976158142
1704149061.1728377,20992,1.7899999618530273
1704149092.9470286,24576,1.75
1704149097.498837,25088,1.8899999856948853
1704149102.093467,25600,1.8899999856948853
1704149161.4146583,32256,2.2699999809265137
1704149165.9429178,32768,2.240000009536743
1704149184.1536438,34816,2.2200000286102295
1704149197.7792215,36352,2.319999933242798
1704149202.3439958,36864,2.2899999618530273
1704149229.6172547,39936,2.1500000953674316
1704149252.3406491,42496,2.009999990463257
1704149284.1603277,46080,1.690000057220459
1704149329.5197437,51200,1.7000000476837158
1704149347.653843,53248,1.690000057220459
1704149365.7624154,55296,1.75
1704149429.1532676,62464,2.0999999046325684
1704149447.2628212,64512,2.309999942779541
1704149451.7955909,65024,2.380000114440918
1704149460.85313,66048,2.4200000762939453
1704149469.9144397,67072,2.430000066757202
1704149497.0833457,70144,2.700000047683716
1704149533.290009,74240,2.9100000858306885
1704149542.3396523,75264,3.049999952316284
1704149546.8629494,75776,3.0999999046325684
1704149560.4545245,77312,3.0999999046325684
1704149592.1319532,80896,3.3299999237060547
1704149605.733271,82432,3.4600000381469727
1704149614.7874293,83456,3.509999990463257
1704149623.855125,84480,3.5299999713897705
1704149660.0835621,88576,3.9100000858306885
1704149682.7190292,91136,4.340000152587891
1704149714.387448,94720,4.78000020980835
1704149746.084542,98304,4.909999847412109
1704149750.6151333,98816,5.03000020980835
1704149800.3819733,104448,5.510000228881836
1704149809.4302826,105472,5.539999961853027
1704149845.596384,109568,6.050000190734863
1704149918.0647202,117760,6.630000114440918
1704149986.039012,125440,7.03000020980835
1704149990.5843873,125952,7.090000152587891
1704150049.4274964,132608,7.409999847412109
1704150053.9517028,133120,7.5
1704150108.3356466,139264,8.09000015258789
1704150121.923811,140800,8.359999656677246
1704150158.1444418,144896,8.579999923706055
1704150171.7316961,146432,8.710000038146973
1704150185.3054578,147968,8.649999618530273
1704150194.340225,148992,8.739999771118164
1704150217.0110013,151552,9.170000076293945
1704150226.062591,152576,9.329999923706055
1704150275.8633134,158208,9.5600004196167
1704150293.9706578,160256,9.800000190734863
1704150312.0697384,162304,10.220000267028809
1704150321.1285143,163328,10.079999923706055
1704150325.6574557,163840,10.180000305175781
1704150339.2247634,165376,10.279999732971191
1704150443.3405929,177152,11.270000457763672
1704150447.8702848,177664,11.25
1704150502.1994636,183808,11.520000457763672
1704150529.3811393,186880,11.75
1704150533.906239,187392,11.729999542236328
1704150538.4383593,187904,11.710000038146973
1704150592.8371527,194048,11.34000015258789
1704150629.0361066,198144,11.390000343322754
1704150647.1328285,200192,11.539999961853027
1704150656.1929326,201216,11.479999542236328
1704150678.7981863,203776,11.399999618530273
1704150701.449512,206336,11.380000114440918
1704150710.4911587,207360,11.34000015258789
1704150760.2742133,212992,11.350000381469727
1704150787.415957,216064,11.5
1704150791.9629757,216576,11.380000114440918
1704150855.327085,223744,11.3100004196167
1704150859.8456166,224256,11.3100004196167
1704150868.8878207,225280,11.350000381469727
1704150900.5613043,228864,11.199999809265137
1704150927.7272315,231936,10.930000305175781
1704150945.84073,233984,11.1899995803833
1704150968.4961314,236544,11.369999885559082
1704150986.6014137,238592,11.680000305175781
1704151000.1638103,240128,11.729999542236328
1704151009.2135594,241152,11.699999809265137
1704151027.3183284,243200,11.800000190734863
1704151031.8430295,243712,11.84000015258789
